bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre
24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,4.44,0679726489,9780679726487,eng,384,1212,18,11/12/1989,Pantheon,"['Humor', 'Comedy', 'Humor', 'Media Tie In', 'Tv', 'Fiction']"
42389,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,0743464117,9780743464116,eng,432,82525,2124,9/1/2002,Simon & Schuster; Media Tie-In edition,"['History', 'Nonfiction', 'War', 'War', 'Military Fiction', 'War', 'World War II', 'Military', 'Military History', 'Historical', 'Biography', 'North American Hi...', 'American History', 'Literature', 'American']"
2885,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,4088736214,9784088736211,jpn,195,227,38,4/2/2004,集英社,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Horror']"
6329,Roald Dahl Treasury,Roald Dahl,4.43,067003665X,9780670036653,eng,448,2143,65,9/15/2003,Viking Juvenile,"['Childrens', 'Fantasy', 'Fiction']"
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,4.43,0842356290,9780842356299,eng,432,18445,388,1/1/2003,Tyndale House Publishers,"['Christian Fiction', 'Christian', 'Fiction', 'Romance']"
12579,Eudora Welty: Photographs,Eudora Welty/Reynolds Price,4.43,0878055290,9780878055296,eng,226,305,15,10/21/1993,University Press of Mississippi,"['Art', 'Photography', 'Art', 'Nonfiction', 'American', 'Southern', 'History', 'Art and Photography', 'Classics', 'Female Authors', 'Womens']"
31114,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43,158005188X,9781580051880,eng,343,42,5,12/21/2006,Seal Press,"['Anthologies', 'Adult', 'Feminism']"
13549,From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.43,1421505398,9781421505398,eng,208,909,15,9/12/2006,VIZ Media,"['Sequential Art', 'Manga', 'Fantasy', 'Romance', 'Manga', 'Shojo', 'Sequential Art', 'Comics']"
30635,C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,4.43,0275991164,9780275991166,eng,1416,6,0,4/30/2007,Praeger,['Nonfiction']
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.43,1421506289,9781421506289,eng,211,18321,586,9/5/2006,VIZ Media LLC,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy']"
22994,Selected Verse,Federico García Lorca/Christopher Maurer,4.43,0374528551,9780374528553,eng,432,189,14,6/9/2004,Farrar  Straus and Giroux,"['Poetry', 'European Literature', 'Spanish Literature', 'Cultural', 'Spain', 'Literature', 'Literature', '20th Century']"
42811,PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,4.43,0962247723,9780962247729,en-US,79,7,0,12/31/1990,Possibilities,"['Crafts', 'Quilting']"
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,0156011468,9780156011464,eng,296,2561,120,11/16/2000,Mariner Books,"['Poetry', 'European Literature', 'Polish Literature', 'Cultural', 'Poland']"
37027,Hoodwinked,Quentin Carter,4.43,0976234963,9780976234968,en-US,277,976,30,9/1/2005,Triple Crown Publications,['Urban']
12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,4.43,0295981466,9780295981468,en-US,288,24,4,8/1/2002,University of Washington Press,"['History', 'Nonfiction', 'Reference']"
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43,1414307640,9781414307640,eng,346,8158,146,2/22/2007,Tyndale House Publishers,"['Christian Fiction', 'Christian', 'Fiction', 'Romance']"
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501694,9781421501697,eng,197,25578,948,11/1/2005,VIZ Media LLC,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy']"
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501708,9781421501703,eng,200,22435,741,1/3/2006,VIZ Media LLC,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction']"
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,0691099502,9780691099507,eng,1757,2318,17,9/1/1984,Bollingen/Princeton University Press (NJ),"['Philosophy', 'Classics', 'Nonfiction', 'Science', 'History']"
25102,A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,4.43,1563890933,9781563890932,eng,192,43065,876,3/10/1999,Vertigo,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics']"
39660,The Shawshank Redemption,Mark Kermode/Rob White,4.43,0851709680,9780851709680,eng,96,725,42,8/26/2003,British Film Institute,"['Culture', 'Film', 'Fiction', 'Media Tie In', 'Novels', 'Classics']"
14403,The Story of Ruby Bridges,Robert Coles/George Ford,4.43,0439598443,9780439598446,eng,32,11403,605,6/1/2004,Scholastic Paperbacks,"['Childrens', 'Picture Books', 'Biography', 'History', 'Childrens', 'Nonfiction']"
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501686,9781421501680,eng,195,174482,3010,10/10/2005,VIZ Media LLC,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Horror']"
18419,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,1933718005,9781933718002,en-GB,32,57737,1628,10/15/1993,Tanglewood,"['Childrens', 'Picture Books', 'Childrens', 'Animals']"
14472,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,0060542381,9780060542382,eng,96,257,12,12/26/2012,Greenwillow Books,['Childrens']
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,4088736524,9784088736525,jpn,194,400,11,9/3/2004,Shueisha,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction']"
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,0691014221,9780691014227,eng,336,151,22,1/21/1987,Princeton University Press,"['Biography', 'Nonfiction', 'Cultural', 'Russia', 'Literature', 'History', 'Literature', 'Russian Literature']"
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,0226307662,9780226307664,eng,672,46,7,8/1/1992,University of Chicago Press,"['Plays', 'Humanities', 'Classical Studies', 'Classics']"
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,0140290117,9780140290110,eng,560,2059,90,11/1/2000,Penguin Books,"['Nonfiction', 'Writing', 'Essays', 'Philosophy', 'Literature', 'Criticism', 'Literary Criticism', 'European Literature', 'Spanish Literature', 'Classics', 'Cultural', 'Latin American', 'Literature', '20th Century', 'Literature', 'Latin American Literature']"
35514,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,4.43,1577314034,9781577314035,eng,224,345,17,5/16/2003,New World Library,"['Fantasy', 'Mythology', 'Nonfiction', 'Philosophy', 'Religion', 'Spirituality']"
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43,0810980630,9780810980631,eng,258,796,28,9/1/1998,Harry N. Abrams,"['Art', 'Nonfiction', 'Biography', 'Childrens', 'Picture Books', 'Childrens']"
19787,The Goon Show: Moriarty Where Are You?,NOT A BOOK,4.43,0563388544,9780563388548,eng,2,0,0,3/30/2005,BBC Physical Audio,"['Humor', 'Audiobook']"
18874,The Poet  the Warrior  the Prophet,Rubem A. Alves,4.43,0334028965,9780334028963,eng,148,27,6,9/28/2002,SCM Press,"['Religion', 'Theology', 'Poetry', 'Philosophy', 'Spirituality']"
5322,The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,0307989135,9780307989130,en-US,24,1304,32,8/1/2000,Golden Books,"['Holiday', 'Christmas', 'Childrens', 'Picture Books', 'Childrens', 'Christian']"
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,4.43,045146091X,9780451460912,eng,517,91592,2747,1/1/2006,Roc,"['Fantasy', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Mystery', 'Fantasy', 'Paranormal']"
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,0553609416,76783609419,eng,2088,98611,1447,10/6/1998,Starfire,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical', 'Historical Fiction']"
31384,Loving God with All Your Mind,Elizabeth George,4.43,0736913823,9780736913829,en-US,304,1488,77,1/1/2005,Harvest House Publishers,"['Christian', 'Nonfiction', 'Christian', 'Christian Living']"
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,0767900316,9780767900317,eng,576,4404,434,6/15/1998,Broadway Books,"['Nonfiction', 'Mystery', 'Crime', 'Crime', 'True Crime', 'Sociology', 'Writing', 'Journalism', 'Politics', 'History', 'The United States Of America', 'Social Issues', 'Cultural']"
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.43,0553345893,9780553345896,eng,1397,1429,115,7/1/1984,Little  Brown & Company (Boston/Toronto),"['History', 'Nonfiction', 'North American Hi...', 'American History', 'Politics']"
44350,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,0060594357,9780060594350,en-US,304,413,5,7/6/2004,HarperTeen,"['Young Adult', 'Fiction', 'Magical Realism', 'Fantasy']"
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,0160729947,9780160729942,eng,496,239,5,1/5/2006,National Park Service,"['Nonfiction', 'Environment', 'Nature', 'Biography', 'Nature', 'Outdoors', 'Travel', 'Adventure', 'Survival', 'History']"
31488,The Rainbow Goblins,Ul De Rico,4.42,0500277591,9780500277591,eng,32,1417,149,6/17/1978,Thames  Hudson,"['Childrens', 'Picture Books', 'Childrens', 'Fantasy', 'Fiction', 'Art', 'Fantasy', 'Fairy Tales', 'Science Fiction Fantasy', 'Young Adult', 'Childrens', '1st Grade', 'Folklore', 'Monsters']"
9444,The Complete Collected Poems,Maya Angelou,4.42,067942895X,9780679428954,eng,273,7983,245,9/13/1994,Random House,"['Poetry', 'Classics', 'Feminism', 'Nonfiction', 'Cultural', 'African American']"
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,0439064864,9780439064866,eng,341,2293963,34692,6/2/1999,Arthur A. Levine Books / Scholastic Inc.,"['Fantasy', 'Young Adult', 'Fiction']"
4106,Blink 182,Anne Hoppus,4.42,0859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd,"['Music', 'Nonfiction', 'Biography Memoir']"
41909,Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,4.42,3570211029,9783570211021,tur,403,1000,41,10/1/2001,Yapı Kredi Yayınları,"['Fantasy', 'Young Adult', 'Fiction']"
17289,Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,4.42,0786849738,9780786849734,eng,20,12,2,9/1/2006,Disney Press,"['Childrens', 'Picture Books', 'Childrens']"
41907,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,3551552096,9783551552099,ger,351,26,1,9/30/2000,Carlsen,"['Fantasy', 'Young Adult', 'Fiction']"
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,4.42,1574889230,9781574889239,eng,612,1876,161,11/1/2005,Potomac Books,"['History', 'Military', 'Military History', 'Nonfiction', 'War', 'World War II', 'War', 'War', 'Military Fiction']"
43416,The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,4.42,1556434243,9781556434242,eng,400,141,11,9/5/2002,North Atlantic Books,"['Science Fiction', 'Short Stories', 'Anthologies']"
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,0156260387,9780156260381,eng,408,485,14,9/14/1981,Mariner Books,"['Nonfiction', 'Biography']"
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,0439554896,9780439554893,eng,352,6333,244,11/1/2003,Scholastic,"['Fantasy', 'Young Adult', 'Fiction']"
39102,The Collected Poetry  1968-1998,Nikki Giovanni/Virginia C. Fowler,4.42,0060724293,9780060724290,eng,512,1249,52,1/23/2007,William Morrow,"['Poetry', 'Cultural', 'African American', 'Nonfiction', 'Race']"
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,0807218731,9780807218730,eng,61,50844,160,10/14/2003,Listening Library (Audio),"['Childrens', 'Childrens', 'Picture Books', 'Classics']"
19808,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,4.42,0316545031,9780316545037,en-US,992,335,38,5/30/1983,Little  Brown & Company,"['Biography', 'History', 'Nonfiction', 'Politics']"
13379,Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,039457107X,9780394571072,eng,534,21,1,5/5/1990,Knopf,"['Historical', 'Historical Fiction', 'Historical', 'Fiction']"
15882,Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,4.42,159990067X,9781599900674,lat,277,86,4,12/26/2006,Bloomsbury USA Children's Books,"['Fantasy', 'Young Adult', 'Fiction']"
32419,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,0434009059,9780434009053,eng,1222,808,29,11/3/2005,William Heinemann Ltd.,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Novels', 'Mystery', 'Mystery', 'Detective']"
10976,Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,1931082898,9781931082891,eng,1180,199,13,4/6/2006,Library of America,"['Fiction', 'Literature', 'American', 'Classics', 'Literature']"
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,0842387463,9780842387460,eng,345,8370,143,10/1/2006,Tyndale House Publishers,"['Christian Fiction', 'Christian', 'Fiction', 'Romance']"
32637,Imajica: The Reconciliation,Clive Barker,4.42,0061094153,9780061094156,eng,544,2583,30,5/10/1995,HarperTorch,"['Fantasy', 'Horror', 'Fiction', 'Science Fiction']"
44349,Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,4.42,0060594349,9780060594343,en-US,240,469,5,7/6/2004,HarperTeen,"['Young Adult', 'Fiction', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Magical Realism']"
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.42,0385313489,9780385313483,eng,992,9659,467,4/1/1984,Delta,"['Biography', 'History', 'Nonfiction', 'Politics']"
2879,Bleach  Volume 15,Tite Kubo,4.42,1421506130,9781421506135,eng,208,19945,76,10/3/2006,VIZ Media LLC,"['Sequential Art', 'Manga', 'Fantasy', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics']"
13211,And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,4.42,0375505962,9780375505966,eng,54,3720,240,8/7/2001,Random House,"['Poetry', 'Classics', 'Feminism', 'Nonfiction']"
44236,The Civil War  Vol. 1: Fort Sumter to Perryville,Shelby Foote,4.42,0394746236,9780394746234,eng,856,9760,346,11/12/1986,Vintage,"['History', 'Military History', 'Civil War', 'Nonfiction', 'North American Hi...', 'American History']"
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,0374517193,9780374517199,eng,416,562,37,6/1/1982,Farrar  Straus and Giroux,"['Nonfiction', 'Writing', 'Essays', 'Writing', 'Journalism', 'History', 'Language', 'Writing', 'Science', 'Environment', 'Nature']"
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,0674990463,9780674990463,eng,496,813,14,1/1/1977,Harvard University Press,"['Classics', 'Poetry', 'Fantasy', 'Mythology', 'Fiction']"
3966,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,3453215281,9783453215283,ger,1456,141,11,8/1/2002,Heyne,"['Science Fiction', 'Fiction', 'Space', 'Space Opera']"
1305,Gates of Fire,Steven Pressfield,4.42,055338368X,9780553383683,eng,392,21934,1629,9/27/2005,Bantam,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'War', 'Military Fiction', 'Historical']"
13538,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki/Hirohiko Araki,4.42,2290329452,9782290329450,fre,200,3,1,7/15/2003,J'ai Lu,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Fantasy', 'Supernatural']"
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,0521890470,9780521890472,eng,214,41,4,4/25/2002,Cambridge University Press,"['Fiction', 'Classics', 'American', 'Americana', 'Literature', '20th Century']"
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,0679722319,9780679722311,eng,544,18280,772,9/12/2000,Vintage Contemporaries,"['Short Stories', 'Fiction', 'Literature', 'Classics', 'Literature', 'American']"
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9780890093894,eng,902,1432,45,10/6/2009,Castle Books,"['Poetry', 'Philosophy', 'Classics', 'Spirituality', 'Literature', 'Religion']"
38739,The Lord God Made Them All,James Herriot,4.42,0312966202,9780312966201,eng,373,12580,197,9/15/1998,St. Martin's Paperbacks,"['Nonfiction', 'Animals', 'Biography', 'Autobiography', 'Memoir', 'Classics']"
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,0393323854,9780393323856,eng,159,482,47,11/17/2002,W. W. Norton  Company,"['Poetry', 'Cultural', 'Poland', 'European Literature', 'Polish Literature']"
35451,The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau,4.42,0811828697,9780811828697,eng,173,417,27,9/1/2001,Chronicle Books,"['Media Tie In', 'Star Wars', 'Art', 'Science Fiction', 'Reference']"
22575,Sit  Walk  Stand,Watchman Nee,4.42,0842358935,9780842358934,eng,80,2663,141,11/4/1977,Tyndale House Publishers,"['Christian', 'Nonfiction', 'Christian', 'Christian Living', 'Religion', 'Theology', 'Religion', 'Christianity', 'Religion', 'Faith']"
12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky/Ronald Hingley,4.42,0060726466,9780060726461,eng,768,1330,29,7/6/2004,Harper Perennial Modern Classics,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Cultural', 'Russia', 'Literature', 'Russian Literature']"
13490,JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Hirohiko Araki,4.42,1421510782,9781421510781,eng,208,339,5,4/3/2007,VIZ Media,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Fantasy', 'Supernatural']"
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1589880196,9781589880191,eng,435,10,1,10/1/2004,Paul Dry Books,"['Philosophy', 'Nonfiction', 'Social']"
13215,Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.41,1556702884,9781556702884,eng,32,1246,164,2/6/1996,Harry N. Abrams,"['Poetry', 'Childrens', 'Picture Books', 'Art', 'Childrens']"
10572,A Clash of Kings  (A Song of Ice and Fire  #2),George R.R. Martin,4.41,0553381695,9780553381696,eng,969,638766,16535,5/28/2002,Bantam,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
13540,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki/Hirohiko Araki,4.41,2290328057,9782290328057,fre,189,4,2,2/25/2003,J'ai lu,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Fantasy', 'Supernatural']"
14118,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,4.41,0736421971,9780736421973,eng,24,28824,132,5/11/2004,Golden/Disney,"['Childrens', 'Childrens', 'Picture Books']"
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,4.41,0375411720,9780375411724,eng,848,72,10,8/7/2001,Everyman's Library,"['Literature', 'Russian Literature', 'Cultural', 'Russia', 'Short Stories', 'Literature', 'Fiction', 'Classics']"
42986,War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,0316954993,9780316954990,eng,1042,29555,680,2/5/2002,Back Bay Books,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'World War II', 'War', 'Historical']"
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,0970998716,9780970998712,eng,700,602,10,10/25/2001,Bright Sky Press,"['Fiction', 'Suspense']"
42909,All Things Wise and Wonderful,James Herriot,4.41,0312335288,9780312335281,eng,448,22780,366,11/1/2004,St. Martin's Griffin,"['Nonfiction', 'Animals', 'Autobiography', 'Memoir', 'Biography', 'Classics']"
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1883011159,9781883011154,eng,1088,884,25,9/1/1996,Library of America,"['Literature', 'Fiction', 'Literary Fiction']"
34427,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,4.41,1421500906,9781421500904,eng,184,1696,86,9/1/2005,VIZ Media LLC,"['Sequential Art', 'Manga', 'Fantasy', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Young Adult']"
34426,Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,4.41,1421500914,9781421500911,eng,176,847,40,8/2/2005,VIZ Media LLC,"['Sequential Art', 'Manga', 'Fantasy', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Young Adult']"
17761,Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,4.41,3548256422,9783548256429,ger,354,6,0,10/1/2002,Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Adventure']"
35270,Harpo Speaks!,Harpo Marx/Rowland Barber,4.41,0879100362,9780879100360,eng,482,2006,239,7/1/2004,Limelight Editions,"['Biography', 'Nonfiction', 'Humor', 'Autobiography', 'Memoir', 'Culture', 'Film', 'Biography', 'Autobiography']"
24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,4.41,0791077640,9780791077641,eng,98,4687,19,6/30/2004,Chelsea House Publications,"['Classics', 'Fiction', 'Academic', 'School', 'Novels', 'Literature']"
37340,The Wicked (Vampire Huntress  #8),L.A. Banks,4.41,0312352360,9780312352363,en-US,389,1778,36,9/5/2000,St. Martins Press-3PL,"['Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Urban Fantasy']"
11089,The Read-Aloud Handbook,Jim Trelease,4.41,0143037390,9780143037392,eng,432,4357,707,7/25/2006,Penguin Books,"['Parenting', 'Nonfiction', 'Education', 'Writing', 'Books About Books']"
32558,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,1883011388,9781883011383,eng,1520,170,13,10/1/1996,Library of America,"['Poetry', 'Fiction', 'Short Stories', 'Gothic', 'Classics']"
18062,The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,0307266613,9780307266613,eng,840,413,46,6/19/2007,Everyman's Library,"['Fiction', 'Classics', 'Humor', 'Short Stories']"
11434,Forgiven (Firstborn  #2),Karen Kingsbury,4.41,0842387447,9780842387446,eng,358,9804,172,9/23/2005,Tyndale House Publishers,"['Christian Fiction', 'Christian', 'Fiction', 'Romance']"
32964,Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,4.41,0806133635,9780806133638,eng,522,67,7,12/15/2001,University of Oklahoma Press,"['Classics', 'Poetry', 'Fantasy', 'Mythology', 'Fiction', 'Textbooks', 'History', 'Ancient History']"
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,0006499260,9780006499268,eng,261,186,12,4/1/2010,HarperCollins,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Adventure']"
45161,The Roald Dahl Audio Collection,Roald Dahl,4.41,0061214965,9780061214967,en-US,4,199,36,2/20/2007,HarperCollins Publishers,"['Childrens', 'Audiobook', 'Fantasy']"
39476,Stephen Biesty's Incredible Explosions,Stephen Biesty/Richard Platt,4.41,0789410249,9780789410245,eng,32,30,2,7/1/1996,DK Publishing (Dorling Kindersley),"['Nonfiction', 'Science', 'Childrens', 'History', 'Art']"
18853,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.41,0156508842,9780156508841,en-US,480,106,2,5/15/1981,Mariner Books,"['Nonfiction', 'Literature', 'Biography', 'History']"
12052,Collected Stories and Later Writings,Paul Bowles/Daniel Halpern,4.41,1931082200,9781931082204,en-US,1050,128,11,8/26/2002,Library of America,"['Short Stories', 'Fiction', 'Literature', 'Novels']"
22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9781563895685,eng,144,13360,193,9/1/1999,Vertigo,"['Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk', 'Graphic Novels Comics']"
17983,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,4.41,0786178183,9780786178186,en-GB,0,3598,93,2/1/2006,Blackstone Audiobooks,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Adventure']"
10464,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,1556434308,9781556434303,en-US,784,2948,144,11/5/2002,North Atlantic Books,"['Health', 'Health', 'Nutrition', 'Food and Drink', 'Food', 'Nonfiction', 'Reference', 'Food and Drink', 'Cookbooks', 'Food and Drink', 'Cooking']"
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,0060544880,9780060544881,eng,912,5161,184,4/5/2005,William Morrow Paperbacks,"['Short Stories', 'Science Fiction', 'Fiction', 'Fantasy']"
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,1883011191,9781883011192,eng,916,547,39,10/1/1996,Library of America,"['Fiction', 'Literature', 'Classics', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Cultural', 'Russia']"
