bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre
13489,JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Hirohiko Araki,4.41,1421506548,9781421506548,eng,208,363,5,9/5/2006,VIZ Media,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Fantasy', 'Supernatural']"
13494,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hirohiko Araki/Hirohiko Araki,4.41,2290328308,9782290328309,fre,202,2,1,5/23/2003,J'ai lu,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Fantasy', 'Supernatural']"
10921,The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,4.41,1556591403,9781556591402,eng,320,685,36,6/1/2000,Copper Canyon Press,"['Poetry', 'Religion', 'Buddhism', 'Cultural', 'China', 'Literature', 'Classics', 'Philosophy', 'Religion', 'Buddhism', 'Zen', 'Cultural', 'Asia', 'Literature', 'Asian Literature']"
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,4.41,0807615323,9780807615324,eng,174,17,0,5/17/2004,George Braziller Inc.,"['Science', 'Physics', 'Science']"
13504,A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin/Roy Dotrice,4.41,073930870X,9780739308707,eng,0,113,12,2/17/2004,Random House Audio,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Fantasy', 'Dragons', 'Audiobook', 'Epic']"
13557,Vagabond  Volume 20,Takehiko Inoue,4.41,1591165830,9781591165835,eng,224,513,12,3/15/2005,VIZ Media LLC,"['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Historical', 'Historical Fiction', 'Manga', 'Seinen', 'Historical']"
22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9781563897221,eng,144,11372,146,7/1/2001,Vertigo,"['Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk', 'Graphic Novels Comics']"
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,4.4,0821221868,9780821221860,en-US,265,1384,32,6/1/1995,Little  Brown and Company,"['Art', 'Photography', 'Nonfiction', 'Art', 'Reference']"
12919,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,Virgil/G.P. Goold,4.4,0674995864,9780674995864,mul,590,583,5,1/1/2001,Harvard University Press,"['Classics', 'Poetry', 'Fiction']"
26051,True Betrayals / Montana Sky / Sanctuary,Nora Roberts,4.4,0399147314,9780399147319,eng,852,667,5,6/4/2001,Putnam Adult,"['Romance', 'Fiction', 'Contemporary']"
38736,James Herriot's Dog Stories,James Herriot/Victor G. Ambrus,4.4,0312364520,9780312364526,eng,464,5692,214,11/14/2006,St. Martin's Griffin,"['Animals', 'Nonfiction', 'Animals', 'Dogs', 'Short Stories', 'Biography']"
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,1590171802,9781590171806,eng,312,679,85,8/1/2006,New York Review of Books,"['Plays', 'Classics', 'Poetry', 'Drama', 'Fiction', 'Plays', 'Theatre']"
16285,The Custard Kid (Black Cats),Terry Deary,4.4,0713659890,9780713659894,eng,62,5,0,10/31/2001,A & C Black (Childrens books),"['Historical', 'Historical Fiction', 'Childrens']"
36438,Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression,Frederick K. Goodwin/Kay Redfield Jamison,4.4,0195135792,9780195135794,en-GB,1262,107,3,3/1/2007,Oxford University Press  USA,"['Psychology', 'Health', 'Mental Health', 'Nonfiction', 'Science', 'Self Help', 'Mental Health', 'Mental Illness']"
6230,The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.4,0679755527,9780679755524,en-US,288,275,19,6/24/1995,Vintage,"['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Historical', 'Medieval', 'Novels']"
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,043932162X,9780439321624,eng,240,11515,139,11/1/2001,Arthur A. Levine,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Magic', 'Science Fiction Fantasy', 'Novels', 'Childrens', 'Middle Grade', 'Paranormal', 'Wizards', 'Reference']"
21230,Stormie: A Story of Forgiveness and Healing,Stormie Omartian,4.4,1565078322,9781565078321,eng,192,430,44,9/1/1997,Harvest House Publishers,"['Christian', 'Biography', 'Nonfiction', 'Christian', 'Christian Living', 'Religion', 'Biography Memoir']"
23265,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,4.4,0472064843,9780472064847,en-US,424,5,0,12/14/1994,University of Michigan Press,"['Academic', 'Unfinished', 'Poetry']"
12201,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,4.4,0525467343,9780525467342,eng,32,9205,322,9/24/2001,Dutton Children's Books,"['Poetry', 'Classics', 'Childrens', 'Picture Books', 'Childrens']"
28393,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve,4.4,0670032778,9780670032778,en-US,576,70,17,2/2/2004,Viking Adult,"['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature']"
6176,The Drowned and the Saved,Primo Levi,4.4,0349100470,9780349100470,eng,170,3542,169,2/1/1989,Abacus,"['Nonfiction', 'History', 'World War II', 'Holocaust', 'Autobiography', 'Memoir']"
28385,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,4.4,0143039075,9780143039075,eng,576,5355,238,1/25/2005,Penguin Classics,"['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature']"
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,0375752196,9780375752193,eng,749,1032,162,11/3/1998,Modern Library,"['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature']"
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,4.4,0064462358,9780064462358,eng,406,533,112,3/31/2000,HarperCollins,"['Nonfiction', 'Biography', 'Writing', 'Books About Books', 'Autobiography', 'Memoir']"
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,006062213X,9780060622138,eng,272,6946,182,9/29/2009,HarperOne,"['Biography', 'Christian', 'Nonfiction', 'Religion', 'Christianity']"
27689,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,4.39,0688003478,9780688003470,eng,928,4146,175,9/7/2004,Harper Voyager,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Mythology', 'Arthurian']"
41179,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,1560600802,9781560600800,eng,328,1768,93,4/21/2015,Marvel Comics,"['Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Comics', 'Comic Book', 'Comics', 'Superheroes', 'Science Fiction']"
2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,4.39,0743422074,9780743422079,eng,112,169,22,10/2/2001,MTV Books,"['Nonfiction', 'Music', 'Biography']"
18801,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.39,0375753117,9780375753114,eng,957,1924,143,2/16/1999,Modern Library,"['Fiction', 'Classics', 'Cultural', 'France', 'European Literature', 'French Literature']"
25589,Memoirs of the Second World War,Winston S. Churchill/Denis Kelly,4.39,0395599687,9780395599686,eng,1088,438,39,9/17/1991,Mariner Books,"['History', 'Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'War', 'War', 'World War II']"
31302,Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39,0517035804,9780517035801,eng,650,116,6,7/2/1990,Avenel Books,"['Mystery', 'Fiction', 'Classics']"
16379,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,0140059024,9780140059021,eng,557,3169,137,9/29/1983,Penguin Books,"['Fiction', 'Humor', 'Classics', 'European Literature', 'British Literature', 'Humor', 'Comedy']"
18879,The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,4.39,0345456319,9780345456311,eng,483,7083,140,8/27/2002,Del Rey,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Young Adult', 'Adventure', 'Fantasy', 'Magic', 'Epic', 'Adult']"
35633,Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,4.39,0517581000,9780517581001,eng,365,19,0,9/22/1992,Harmony,"['Music', 'Nonfiction', 'Biography', 'History', 'Reference']"
30270,Pacto Con un Demonio,Kim Harrison,4.39,0060898720,9780060898724,spa,512,0,0,7/1/2008,HarperTorch,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Paranormal', 'Witches', 'Fantasy', 'Magic']"
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,0142302333,9780142302330,eng,1008,527,12,9/16/2002,Puffin,"['Fantasy', 'Young Adult', 'Fantasy', 'Fairy Tales', 'Retellings', 'Fiction', 'Childrens']"
11339,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39,0292760280,9780292760288,eng,232,12613,392,1/1/1986,University of Texas Press,"['Poetry', 'Classics', 'Romance']"
6326,Collected Stories,Roald Dahl/Jeremy Treglown,4.39,0307264904,9780307264909,eng,850,346,43,10/17/2006,Alfred A. Knopf,"['Short Stories', 'Fiction', 'Classics', 'Fantasy']"
9106,Portrait in Death (In Death  #16),J.D. Robb,4.39,0749934425,9780749934422,en-US,354,142,9,12/1/2005,Piatkus Books,"['Mystery', 'Romance', 'Mystery', 'Crime', 'Fiction']"
38674,Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,4.39,0736402381,9780736402385,eng,24,5661,87,1/23/2007,Golden/Disney,"['Childrens', 'Fantasy', 'Childrens', 'Picture Books']"
29052,Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,Jorge Cervantes,4.39,187882323X,9781878823236,eng,512,431,25,3/1/2006,Van Patten Publishing,"['Gardening', 'Reference', 'Health', 'Medicine', 'Nonfiction']"
38302,Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,4.39,0006380832,9780006380832,eng,608,67,12,1/1/1998,HarperCollins Publishers,"['History', 'Cultural', 'Africa', 'Cultural', 'India', 'Nonfiction', 'History', 'World History', 'Africa', 'Eastern Africa']"
15239,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,0618154027,9780618154029,eng,120,6356,21,11/6/2001,Houghton Mifflin Harcourt,"['Nonfiction', 'Media Tie In', 'Reference']"
29487,Candy Licker,Noire,4.39,0345486471,9780345486479,eng,304,2623,131,12/27/2005,One World/Ballantine,"['Adult Fiction', 'Erotica', 'Urban', 'Cultural', 'African American', 'Fiction', 'Romance']"
44053,Odes to Common Things,Pablo Neruda/Ferris Cook/Ken Krabbenhoft,4.39,0821220802,9780821220801,eng,152,1885,105,5/1/1994,Bulfinch,"['Poetry', 'European Literature', 'Spanish Literature', 'Literature', 'Latin American Literature']"
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,4088736710,9784088736716,jpn,204,452,13,11/11/2004,Shueisha,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy']"
10987,Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,eng,870,198818,8130,8/7/2001,Delta,"['Historical', 'Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Science Fiction', 'Time Travel', 'Historical']"
34055,If: A Father's Advice to His Son,Rudyard Kipling/Charles R. Smith Jr.,4.39,0689877994,9780689877995,eng,40,581,37,3/27/2007,Atheneum Books for Young Readers,"['Poetry', 'Classics']"
39180,Orin Aoraiosaa: Songs for Selected Heads,John    Mason,4.39,1881244067,9781881244066,eng,450,39,3,1/1/1997,Yoruba Theological Archministry,"['Literature', 'African Literature']"
41648,Chicken Trek,Stephen Manes,4.39,0553157167,9780553157161,eng,128,96,8,7/1/1989,Bantam Skylark,"['Childrens', 'Fiction', 'Humor']"
3042,Knowledge And Decisions,Thomas Sowell,4.39,0465037380,9780465037384,eng,422,766,47,10/4/1996,Basic Books,"['Economics', 'Politics', 'Philosophy', 'Nonfiction']"
21032,Existential Psychotherapy,Irvin D. Yalom,4.39,0465021476,9780465021475,en-US,544,3689,103,12/8/1980,Basic Books,"['Psychology', 'Philosophy', 'Nonfiction']"
